Fecha,O3,PM25,PRE,RS,TMP,VEL,DIR,HUM,AOD
2017-03-24,,,764.93,194.37,14.53,1.61,88.98,89.22,0.0
2017-03-25,,,764.37,234.65,15.83,1.45,189.41,81.41,2.0326585032441904
2017-03-26,,,764.92,158.27,14.32,0.97,112.22,86.33,0.0
2017-03-27,,,764.4,240.78,15.62,1.37,145.23,82.69,0.0
2017-03-28,,,764.11,220.91,15.87,1.36,139.42,82.29,0.0
2017-03-29,,10.83,763.82,205.23,15.45,1.63,86.85,86.93,0.0
2017-03-30,,7.43,763.94,178.91,14.51,1.72,34.35,92.36,0.0
2017-03-31,,7.22,764.85,98.75,13.28,1.06,90.15,92.24,0.0
2017-04-01,,12.72,765.04,163.58,15.18,0.77,134.36,78.52,0.0
2017-04-02,,9.98,764.2,200.61,15.33,0.94,123.48,72.74,0.0
2017-04-03,,15.38,763.25,240.76,15.6,1.04,119.66,79.18,0.0
2017-04-04,,18.01,763.15,310.99,16.03,1.28,130.64,72.87,0.0
2017-04-05,,,763.44,278.41,16.42,1.34,151.14,73.08,0.0
2017-04-06,,,763.81,251.11,16.5,1.39,160.78,70.99,0.0
2017-04-07,,,763.83,249.01,16.22,1.42,185.47,79.76,0.0
2017-04-08,,,763.66,166.02,14.69,1.66,42.63,94.17,0.0
2017-04-09,,,763.88,167.54,14.31,1.58,79.51,92.25,0.0
2017-04-10,,,763.65,251.3,15.39,1.24,157.5,84.77,1.1587970733751107
2017-04-11,,,763.34,192.68,15.45,1.19,70.03,88.32,0.5966470282446718
2017-04-12,,,763.14,253.42,16.15,1.01,149.76,81.46,0.0
2017-04-13,,,762.61,304.89,16.77,1.12,109.22,79.74,0.3468028511057605
2017-04-14,,,763.1,230.53,15.89,1.18,147.07,83.86,0.5088281007965638
2017-04-15,,,762.93,221.54,17.47,0.95,171.76,75.32,0.1492719683610751
2017-04-16,,,,,,,,,1.3560028459959148
2017-04-17,,,,,,,,,1.4797365623795768
2017-04-18,,,764.29,227.59,15.73,1.51,99.08,86.52,0.0
2017-04-19,,,764.88,146.45,14.71,1.54,97.7,88.44,0.0
2017-04-20,,,765.39,212.04,14.55,1.48,127.2,86.92,0.0
2017-04-21,,,764.68,265.96,16.53,1.21,210.17,77.22,2.7346443555289515
2017-04-22,,,763.85,258.7,16.67,1.19,146.97,78.51,0.1373831632809075
2017-04-23,,,763.67,297.03,17.11,1.28,137.87,74.99,5.169832312030371
2017-04-24,,,763.67,247.32,16.38,1.27,120.95,79.65,0.0
2017-04-25,,,763.93,259.82,16.2,1.74,167.84,81.95,1.4171267780910826
2017-04-26,,,764.06,182.04,15.05,1.38,83.78,87.75,0.0
2017-04-27,,,763.66,304.42,16.78,1.35,148.73,78.41,0.9251203262840194
2017-04-28,,,763.36,280.57,17.38,1.12,105.16,69.08,0.0800410096459308
2017-04-29,,,764.03,255.14,15.99,1.74,134.0,80.19,0.0
2017-04-30,,,764.68,196.42,14.69,1.85,101.77,89.24,0.0
2017-05-01,,,764.85,204.16,14.99,1.6,39.49,89.8,0.0
2017-05-02,,,,,,,,,0.0
2017-05-03,,9.65,763.84,265.47,16.69,1.49,121.1,79.79,1.1162011808915913
2017-05-04,,8.13,763.64,273.11,16.4,1.67,116.29,79.64,0.0050781441949841
2017-05-05,,14.69,763.9,216.48,14.44,1.61,71.92,91.7,0.0
2017-05-06,,14.95,764.72,198.67,14.73,1.63,90.75,86.99,0.0
2017-05-07,,5.0,764.63,212.75,14.7,1.61,50.66,89.21,0.0
2017-05-08,,5.33,764.32,132.9,13.85,1.7,53.87,93.46,0.0
2017-05-09,,5.78,764.24,194.49,14.74,1.76,63.95,90.9,0.0
2017-05-10,,4.97,765.44,104.44,13.57,1.48,70.4,95.41,0.0
2017-05-11,,7.02,765.89,167.49,14.31,1.52,85.34,89.6,0.0
2017-05-12,,11.07,765.61,189.05,14.52,1.51,120.3,88.14,0.1134170595644201
2017-05-13,,6.59,765.71,232.67,15.41,1.3,110.79,84.68,0.0
2017-05-14,,19.7,765.89,118.88,14.84,0.88,141.1,84.58,0.0
2017-05-15,,12.75,766.04,153.32,15.26,0.88,121.54,85.02,0.0
2017-05-16,,16.3,765.39,196.68,15.4,0.98,140.03,83.03,0.0
2017-05-17,,16.54,764.58,262.82,15.37,,,84.73,0.0604314676832438
2017-05-18,,10.45,763.6,211.39,15.92,1.09,138.19,81.41,0.908212037197482
2017-05-19,,,,,,,,,1.140337560163142
2017-05-20,,,762.67,198.2,15.95,1.44,163.02,81.6,0.9310823287823576
2017-05-21,,,764.29,216.47,15.22,1.75,105.0,84.22,0.5043549776048477
2017-05-22,,,764.87,225.19,15.31,1.27,126.34,85.79,0.0
2017-05-23,,14.3,764.3,187.27,16.18,0.9,128.9,77.43,0.3219047168969192
2017-05-24,,13.97,763.62,247.21,16.03,1.4,139.82,69.49,0.4426805681551775
2017-05-25,,11.08,763.5,210.79,16.66,,,70.57,0.0
2017-05-26,,7.57,765.11,242.83,15.29,1.7,108.78,85.25,0.0
2017-05-27,,10.9,765.33,213.15,15.42,1.36,155.33,79.37,0.0
2017-05-28,,9.76,764.41,287.7,16.25,1.35,132.1,70.7,0.4264095826533595
2017-05-29,,13.6,765.52,185.21,14.56,1.36,105.4,76.42,0.2047531791743069
2017-05-30,,,765.01,256.58,15.59,1.22,155.45,73.35,1.6224966262871308
2017-05-31,,,764.83,233.66,15.76,1.46,120.61,80.74,1.015813757412901
2017-06-01,,18.51,764.27,250.4,16.77,1.26,113.57,76.29,1.1889233261395795
2017-06-02,,,763.56,301.21,16.6,1.33,137.78,73.81,1.231542474033453
2017-06-03,,15.59,763.49,172.51,16.63,1.1,94.7,77.25,0.0
2017-06-04,,7.38,762.79,216.38,16.7,1.15,96.97,70.4,0.4647820936902734
2017-06-05,,13.5,762.86,253.06,16.78,1.16,91.96,66.07,2.030770165805869
2017-06-06,,,763.97,280.28,15.84,1.3,166.19,61.35,2.348560330387571
2017-06-07,,,764.76,260.67,15.44,1.95,204.29,76.69,0.0
2017-06-08,,,765.59,226.07,15.17,1.53,152.84,82.83,0.4349798889956575
2017-06-09,,,765.29,202.66,15.23,1.34,69.41,86.87,0.0
2017-06-10,,,764.84,203.62,16.14,1.3,86.8,82.82,0.9830999301628308
2017-06-11,,,764.94,186.87,15.39,1.52,150.31,83.07,0.0
2017-06-12,,,764.76,215.39,15.44,1.59,147.81,82.17,0.3398136187730712
2017-06-13,,,764.79,89.7,14.11,0.75,146.84,83.9,0.0
2017-06-14,,,764.79,166.43,14.31,1.12,119.92,85.26,0.0
2017-06-15,,,764.95,177.02,15.42,0.9,107.09,76.32,0.0
2017-06-16,,,764.64,211.43,14.74,1.41,146.24,78.83,0.4178619551695689
2017-06-17,,,764.41,272.62,14.96,1.51,174.84,82.73,0.9580169657062744
2017-06-18,,,763.9,209.55,15.09,1.59,104.24,86.43,1.768108417340251
2017-06-19,,,763.33,274.63,16.24,1.49,133.99,79.87,2.3671951712585924
2017-06-20,,,764.21,121.33,14.4,0.94,96.28,87.36,0.0
2017-06-21,,,763.78,150.26,15.21,0.98,124.67,83.71,0.0
2017-06-22,,,763.81,249.46,15.36,1.27,113.8,79.85,0.4671299286400656
2017-06-23,,,763.35,252.71,15.45,1.37,169.34,78.05,0.0
2017-06-24,,,763.85,254.63,15.81,1.24,172.93,77.06,2.8293707342683563
2017-06-25,,,764.39,170.33,14.72,1.43,148.63,82.83,0.0
2017-06-26,,,764.21,233.04,15.47,1.62,177.39,79.72,1.0874369233838994
2017-06-27,,12.92,764.37,200.6,15.36,1.56,122.93,80.84,0.4282801035543131
2017-06-28,,,764.23,166.95,14.99,1.22,126.38,82.88,0.0
2017-06-29,,15.91,764.32,265.06,15.84,1.44,181.05,79.11,2.106683495849152
2017-06-30,,18.43,764.03,242.65,17.29,1.26,107.2,64.11,0.5417443625745816
2017-07-01,,18.66,763.89,164.37,16.13,0.98,121.49,60.44,0.0
2017-07-02,,11.85,764.21,197.83,16.15,0.97,150.03,65.66,0.0
2017-07-03,,16.81,764.35,209.04,15.38,1.28,109.22,77.42,0.400610681411236
2017-07-04,,14.26,764.02,228.23,15.4,1.07,91.27,72.8,0.0740772829665569
2017-07-05,,16.79,764.32,272.39,15.48,1.47,140.94,75.51,3.088390620815678
2017-07-06,,16.25,764.33,273.3,16.38,1.27,112.53,66.52,0.4272468880687535
2017-07-07,,20.66,763.99,236.63,16.71,1.21,103.63,69.47,1.0559707958216196
2017-07-08,,12.8,763.83,286.14,16.24,1.4,139.18,67.05,1.8403984394280704
2017-07-09,,25.84,763.69,293.28,16.56,1.44,130.76,62.02,0.0
2017-07-10,,15.69,763.98,195.86,14.81,1.2,118.61,69.05,1.0363519863858663
2017-07-11,,14.35,764.07,270.69,16.14,1.37,76.73,64.58,0.9011073368872762
2017-07-12,,13.01,764.07,283.89,17.63,1.8,137.15,43.68,1.619563990275306
2017-07-13,,22.59,764.79,285.1,15.87,1.47,190.19,56.05,2.217728503557417
2017-07-14,,20.22,765.59,262.45,14.25,1.67,186.4,72.11,1.0959460310959186
2017-07-15,,21.78,765.42,268.64,15.15,1.56,172.12,73.46,3.9260817727339727
2017-07-16,,18.18,764.51,273.09,,1.59,162.17,56.7,2.421857744719481
2017-07-17,,13.45,764.47,151.59,14.65,0.89,118.22,72.72,0.0
2017-07-18,,15.57,763.93,200.87,16.15,1.12,129.74,64.55,0.0
2017-07-19,,16.96,764.56,218.48,15.21,1.2,187.74,70.77,1.301356573882999
2017-07-20,,19.28,764.7,290.38,15.78,1.16,107.18,61.65,0.9500895705709076
2017-07-21,,22.04,,,,,,,1.0196285765294606
2017-07-22,,18.38,764.41,284.56,16.47,1.18,129.24,53.68,1.920080976162336
2017-07-23,,12.82,763.57,216.09,16.7,1.2,107.92,55.76,0.9046926604199588
2017-07-24,,19.07,763.17,232.59,15.2,1.31,94.78,72.26,0.0
2017-07-25,,17.06,763.45,175.0,17.59,1.21,134.56,52.78,0.0
2017-07-26,,12.48,763.11,233.31,17.31,1.18,99.56,49.01,0.4926631590554655
2017-07-27,,20.15,763.28,134.42,15.5,0.92,136.83,52.72,0.0
2017-07-28,,18.03,763.39,213.55,14.91,1.23,166.75,62.98,0.9495144216379704
2017-07-29,,17.1,764.34,139.51,15.68,1.2,156.47,65.1,0.0
2017-07-30,,13.42,765.24,106.21,15.76,1.0,156.97,60.25,0.195700288275232
2017-07-31,,18.05,765.61,232.6,15.22,1.07,152.42,57.41,0.0911757707735796
2017-08-01,,18.64,765.27,286.0,15.32,1.48,161.25,59.19,0.767984285814042
2017-08-02,,22.73,764.74,290.23,15.9,1.27,174.28,68.16,1.2802078574691642
2017-08-03,,21.72,764.64,278.74,16.73,1.3,111.85,62.56,0.0
2017-08-04,,21.97,765.04,204.34,15.8,1.25,170.33,68.18,0.2318114869015926
2017-08-05,,25.68,764.39,211.73,15.88,1.05,143.75,67.39,0.7101672153872813
2017-08-06,,19.85,763.87,248.21,16.96,1.2,117.25,58.95,2.27170990795146
2017-08-07,,28.72,763.82,208.12,16.11,1.35,86.1,65.82,0.0
2017-08-08,,18.19,763.94,205.86,16.03,1.07,125.83,65.09,0.0
2017-08-09,,28.55,764.62,269.85,16.09,1.57,148.21,64.05,1.5063555762091552
2017-08-10,,26.09,765.0,260.24,15.37,1.35,123.71,71.36,0.0
2017-08-11,,27.29,765.19,188.6,14.59,1.6,165.44,77.0,0.0
2017-08-12,,18.65,764.95,154.06,14.56,1.12,160.01,79.65,0.0
2017-08-13,,17.89,763.88,276.91,15.82,1.21,117.98,72.07,2.968441344654307
2017-08-14,,22.93,763.37,312.97,16.01,1.3,137.3,60.98,2.5330156960820576
2017-08-15,,23.53,763.24,309.85,15.71,1.61,178.41,64.4,2.1773772204806696
2017-08-16,,19.07,763.81,307.42,15.99,1.74,170.86,75.48,1.4414261218599436
2017-08-17,,,763.53,305.22,16.72,1.51,159.68,71.25,0.6141037146618321
2017-08-18,,17.53,764.17,163.17,14.8,1.47,150.48,80.4,0.0
2017-08-19,,12.29,764.12,244.37,14.86,1.12,156.08,82.17,0.0
2017-08-20,,14.57,763.84,287.02,15.43,1.64,164.6,79.08,3.545269450701786
2017-08-21,,12.78,764.54,227.83,16.52,1.0,109.54,64.14,0.0
2017-08-22,,12.2,764.53,219.75,16.75,1.07,149.19,57.75,0.0
2017-08-23,,15.35,763.52,311.32,15.42,1.6,187.7,67.13,1.4904876932268136
2017-08-24,,17.66,763.46,301.68,15.61,1.43,167.4,70.94,1.8003734576123027
2017-08-25,,10.96,764.17,201.67,15.57,1.02,101.96,68.34,0.0858623052566909
2017-08-26,,13.21,763.74,248.87,15.77,1.52,177.33,69.35,0.0
2017-08-27,,12.28,763.82,160.28,14.68,1.66,132.87,80.81,0.0
2017-08-28,,13.51,764.18,173.17,15.04,1.44,140.97,77.0,0.0
2017-08-29,,13.08,764.96,193.57,14.56,1.08,119.93,80.71,0.0
2017-08-30,,,764.67,254.12,15.96,1.1,122.64,63.16,0.0512760663844182
2017-08-31,,15.38,764.56,224.13,16.0,1.23,168.92,51.7,0.0
2017-09-01,,,764.3,289.56,16.98,1.08,126.18,52.57,0.8125418652707697
2017-09-02,,15.84,764.74,276.35,16.63,1.3,174.09,60.9,1.4987437185929648
2017-09-03,,12.67,764.75,260.44,17.63,1.25,94.33,53.91,0.4847401847271886
2017-09-04,,14.25,764.58,312.52,16.57,1.48,127.28,56.71,0.0466498731433803
2017-09-05,,17.99,764.21,326.39,15.82,1.5,160.53,63.57,3.202159570055082
2017-09-06,,17.76,764.19,224.65,15.35,1.56,131.4,74.02,0.0
2017-09-07,,18.66,764.3,287.9,15.2,1.81,175.79,73.7,0.9189560655944298
2017-09-08,,21.66,763.96,194.15,15.0,1.65,125.1,80.65,0.0
2017-09-09,,13.27,763.86,149.46,14.34,1.59,111.92,86.56,0.0
2017-09-10,,13.59,764.16,218.0,15.53,1.29,128.93,80.74,0.0
2017-09-11,,15.88,764.17,199.21,16.19,1.02,86.76,74.68,0.0
2017-09-12,,15.64,764.76,221.3,15.47,1.34,155.87,67.33,0.0
2017-09-13,,15.35,764.74,228.37,16.15,1.41,123.73,76.7,0.0
2017-09-14,,14.25,764.69,251.6,16.65,1.41,111.55,70.87,2.5505857833227443
2017-09-15,,,764.34,220.85,,1.09,115.13,,0.0
2017-09-16,,17.31,764.48,220.5,16.43,1.24,153.57,68.16,0.0
2017-09-17,,13.7,764.72,254.81,17.05,1.23,96.75,70.21,0.0
2017-09-18,,19.72,764.27,166.6,16.41,0.9,126.55,71.36,0.0
2017-09-19,,29.68,764.59,304.51,16.5,1.1,133.76,63.84,7.718648503347863
2017-09-20,,32.7,764.61,318.44,15.58,1.66,148.44,66.7,5.470241468292066
2017-09-21,,31.77,764.06,319.23,15.72,1.59,166.46,72.8,10.300931249770276
2017-09-22,,,763.64,274.74,16.5,1.33,148.27,68.72,5.833663849259069
2017-09-23,,23.64,763.65,265.61,15.69,1.48,174.82,72.44,0.8008259689250853
2017-09-24,,17.88,763.86,267.1,16.72,1.27,142.74,71.65,0.0
2017-09-25,,19.18,764.33,181.09,15.72,1.38,104.46,74.3,0.0
2017-09-26,,21.84,763.74,300.95,15.69,1.37,154.2,69.07,0.3431981616546684
2017-09-27,,22.91,763.48,317.14,15.47,1.57,178.32,73.64,0.0
2017-09-28,,26.68,763.73,274.47,16.16,1.4,160.3,76.78,0.0
2017-09-29,,,763.95,279.14,15.65,1.31,140.91,77.75,0.0
2017-09-30,,,764.22,107.79,14.51,1.18,76.59,80.65,0.0
2017-10-01,,14.24,763.12,247.2,14.83,1.6,193.18,78.53,0.0
2017-10-02,,16.33,763.05,307.9,15.77,1.6,153.09,78.17,2.343075831744932
2017-10-03,,8.98,763.47,233.68,15.27,1.73,101.91,84.83,0.1726427705027601
2017-10-04,,5.89,764.35,214.57,14.21,1.67,73.57,89.72,0.0
2017-10-05,,6.04,764.58,241.97,13.99,1.62,127.12,89.24,0.1557572344481026
2017-10-06,,9.75,764.98,258.13,15.11,1.36,101.53,84.52,0.0
2017-10-07,,11.8,765.8,168.91,15.3,1.02,82.82,78.54,0.0
2017-10-08,,17.5,764.76,259.68,15.47,1.03,165.34,76.85,1.104117329944743
2017-10-09,,13.3,763.81,267.62,15.11,1.21,158.16,76.41,1.123712020996488
2017-10-10,,14.31,762.82,321.0,16.24,1.16,144.8,71.84,1.2156681474823912
2017-10-11,,15.12,762.52,322.89,16.22,1.22,181.33,70.67,0.9656200005641684
2017-10-12,,19.29,762.49,257.16,16.5,1.2,147.3,71.51,0.0
2017-10-13,,,763.29,193.33,15.17,1.19,113.55,76.89,0.0
2017-10-14,,16.05,763.08,288.64,15.56,1.47,131.09,74.63,1.677288028674952
2017-10-15,,14.05,762.89,242.77,16.02,1.08,128.72,75.57,0.0
2017-10-16,,14.93,762.75,218.85,17.48,1.08,52.6,66.74,0.6639305325677137
2017-10-17,,14.05,762.72,181.84,16.71,1.23,98.54,69.24,0.0
2017-10-18,,18.08,763.19,222.8,16.45,1.06,153.71,67.12,0.2762456920618418
2017-10-19,,23.15,762.79,307.29,15.83,1.6,161.44,76.91,0.0645425402876451
2017-10-20,,17.9,762.49,314.31,16.2,1.56,105.59,73.34,2.019777744348876
2017-10-21,,12.92,763.15,181.16,15.63,1.61,141.34,80.19,0.0
2017-10-22,,16.86,764.06,177.75,15.81,1.28,123.56,77.79,0.0
2017-10-23,,17.21,764.0,236.65,15.21,1.49,166.48,78.05,1.908283364530116
2017-10-24,,15.1,763.87,245.28,15.46,1.43,152.81,77.58,0.1377461427292881
2017-10-25,,13.92,764.07,281.22,14.97,1.35,118.58,82.88,3.322733880128614
2017-10-26,,18.69,763.66,270.35,15.08,1.11,142.61,79.55,0.0
2017-10-27,,15.02,763.79,265.35,14.56,1.3,155.7,84.74,1.7375252234476055
2017-10-28,,5.0,764.44,254.89,14.36,1.83,162.76,85.2,0.0
2017-10-29,,8.7,765.04,193.16,15.35,1.19,160.54,72.95,0.0
2017-10-30,,11.49,764.79,263.12,15.73,1.15,185.82,74.29,0.0
2017-10-31,,13.65,763.92,227.66,14.85,1.31,134.4,81.63,0.0
2017-11-01,,10.3,763.42,288.13,15.33,1.75,118.87,80.6,1.8424350560272635
2017-11-02,,14.61,764.03,243.04,15.68,1.36,124.02,79.0,0.9740928606809738
2017-11-03,,15.72,763.98,322.19,15.35,1.89,192.87,78.45,2.307771705112473
2017-11-04,,11.25,763.9,298.71,15.24,1.6,191.12,69.56,1.0784889266954767
2017-11-05,,12.42,764.14,270.6,14.88,1.38,175.5,72.94,0.0
2017-11-06,,14.98,763.83,304.6,14.78,1.5,194.35,69.92,2.1498440478253347
2017-11-07,,21.73,763.08,290.96,14.5,1.61,170.91,71.62,0.0
2017-11-08,,23.1,762.56,274.73,14.34,1.49,180.73,77.56,2.487731143401738
2017-11-09,,25.57,762.49,302.15,15.55,1.53,176.42,72.42,1.698645815283313
2017-11-10,,,762.28,314.9,16.39,1.61,160.35,67.86,3.311982590644992
2017-11-11,,17.21,761.76,249.37,16.1,1.37,101.7,73.59,0.0
2017-11-12,,15.51,762.19,240.61,15.39,1.61,152.32,79.02,1.20204120568009
2017-11-13,,,762.69,247.49,14.6,1.84,165.73,79.1,1.810875277159904
2017-11-14,,,763.55,263.2,15.34,1.51,147.74,70.59,0.0
2017-11-15,,15.6,764.12,107.36,14.46,0.91,116.31,81.34,0.0
2017-11-16,,13.57,764.25,213.61,15.42,1.36,147.55,75.2,0.0
2017-11-17,,,764.38,204.36,15.06,1.44,137.79,79.33,0.0
2017-11-18,,18.75,763.16,303.51,14.83,1.73,196.26,72.48,0.0
2017-11-19,,12.76,762.87,271.69,14.31,1.64,191.9,74.84,0.1288939419122353
2017-11-20,,15.05,763.44,120.37,14.21,1.24,150.39,73.63,0.0
2017-11-21,,17.44,763.47,253.73,15.59,1.37,149.83,75.7,2.07645638502509
2017-11-22,,18.03,762.99,306.37,15.65,1.96,167.9,76.97,1.6005445064873984
2017-11-23,,15.1,763.65,178.69,14.87,1.23,116.62,81.71,0.0
2017-11-24,,11.17,763.63,191.02,14.76,1.24,114.57,84.52,0.0
2017-11-25,,21.2,763.49,265.81,15.16,1.4,179.16,79.98,0.0527880783226477
2017-11-26,,11.75,763.02,248.08,15.27,1.9,195.98,80.64,0.0
2017-11-27,,12.69,762.71,198.77,15.32,1.45,134.49,78.82,0.0
2017-11-28,,10.54,762.95,229.22,15.6,1.36,128.75,78.02,0.0
2017-11-29,,12.91,763.51,173.92,14.97,1.28,125.04,79.41,0.0
2017-11-30,,13.98,763.05,258.82,14.73,1.7,130.37,82.71,0.0
2017-12-01,,7.73,762.93,225.77,15.05,1.83,123.1,87.3,0.0
2017-12-02,,3.04,763.01,173.2,14.47,1.54,65.77,92.09,0.0
2017-12-03,,7.4,762.06,188.64,15.02,1.1,66.3,88.25,0.0
2017-12-04,,11.04,762.1,178.0,15.03,1.26,131.41,82.79,0.0
2017-12-05,,8.49,762.7,223.92,16.01,1.11,70.13,75.4,0.296883343529753
2017-12-06,,15.82,762.99,242.62,15.17,1.21,156.69,64.82,1.050982008615001
2017-12-07,,,763.08,302.17,15.28,1.51,156.66,73.18,1.050989009834964
2017-12-08,,,763.15,299.17,15.63,1.9,130.73,81.25,4.162221959249571
2017-12-09,,,764.06,281.6,15.68,1.76,162.55,82.36,0.0061803269219661
2017-12-10,,,764.76,258.53,15.13,1.82,132.36,86.38,0.3269023689877962
2017-12-11,,,764.93,204.21,,1.53,110.96,,0.0
2017-12-12,,4.96,764.95,220.2,14.79,1.44,128.84,80.25,0.0
2017-12-13,,19.05,764.29,316.0,15.0,1.02,165.96,65.02,1.1742489878861395
2017-12-14,,19.7,763.19,314.89,15.64,1.23,167.74,68.33,0.644384395588074
2017-12-15,,21.37,763.05,310.64,16.46,1.46,159.34,71.87,2.2654732140646936
2017-12-16,,20.45,762.81,310.0,16.14,1.47,160.78,74.87,0.0
2017-12-17,,15.23,762.59,306.66,16.63,1.51,162.95,75.64,3.358672762121657
2017-12-18,,17.41,762.8,288.84,16.17,1.43,178.15,72.56,0.0
2017-12-19,,15.69,,,,,,,0.5648492285495034
2017-12-20,,13.8,762.64,188.43,15.19,1.39,135.85,81.8,0.0
2017-12-21,,10.56,762.74,217.04,15.22,1.56,163.23,82.3,0.1148074114414436
2017-12-22,,13.37,762.68,275.8,15.51,1.73,118.35,82.17,0.9572588648572016
2017-12-23,,14.76,762.9,282.8,15.59,1.55,180.33,78.88,0.0
2017-12-24,,9.22,763.29,212.38,14.89,1.81,141.41,82.75,0.0
2017-12-25,,3.14,763.53,300.06,14.75,1.85,148.55,85.7,0.0
2017-12-26,,,763.95,217.18,14.51,1.67,135.49,84.39,0.0
2017-12-27,,13.02,763.79,195.46,14.34,1.55,114.6,85.15,0.0
2017-12-28,,8.07,764.05,171.31,13.85,1.62,106.6,87.05,0.0
2017-12-29,,9.5,764.43,215.33,13.98,1.26,121.63,86.06,0.0
2017-12-30,,10.76,764.62,126.02,14.84,1.16,160.64,81.17,0.0
2017-12-31,,6.69,764.97,170.57,14.33,1.34,90.0,86.34,0.0
2018-01-01,,16.67,766.03,86.95,12.29,0.73,157.65,87.61,0.0
2018-01-02,,17.06,763.91,146.94,14.08,0.87,131.8,84.62,0.0
2018-01-03,,14.84,763.63,255.88,15.21,1.23,132.4,82.4,0.3507619996534396
2018-01-04,,,764.35,312.11,15.25,1.65,231.9,75.27,1.5267386368860494
2018-01-05,,,765.31,234.75,14.59,1.43,187.27,78.86,0.7060240246863017
2018-01-06,,11.42,765.23,139.02,14.56,1.15,130.19,81.74,0.0
2018-01-07,,12.0,764.51,296.69,15.03,1.62,183.18,74.75,0.5176627652368425
2018-01-08,,19.21,764.13,178.9,14.13,1.47,101.4,82.13,0.0026324587059295
2018-01-09,,19.9,763.91,184.76,14.15,1.46,192.9,78.3,0.951859048939278
2018-01-10,,15.19,763.91,189.48,14.5,1.5,170.81,76.09,0.0
2018-01-11,,16.46,764.18,315.18,14.55,1.65,208.83,73.29,1.5022773968363992
2018-01-12,,18.07,764.3,188.66,14.62,1.48,161.5,81.8,0.0
2018-01-13,,9.82,764.23,239.15,14.53,1.64,112.22,85.22,0.0
2018-01-14,,1.7,764.1,254.38,14.56,1.49,144.41,82.19,0.1204454876262188
2018-01-15,,6.43,764.02,126.88,13.09,1.04,57.55,90.54,0.0
2018-01-16,,7.17,764.14,145.51,13.38,1.08,117.09,90.03,0.0
2018-01-17,,4.79,764.31,186.48,13.33,1.39,123.27,89.41,0.0
2018-01-18,,6.43,764.02,184.17,13.45,1.24,60.36,90.89,0.0
2018-01-19,,10.09,763.38,216.47,14.74,0.96,123.11,84.85,0.4207022179864841
2018-01-20,,9.35,762.78,178.99,14.35,1.05,51.5,87.49,0.3070365904115936
2018-01-21,,3.32,761.9,223.69,14.83,1.61,115.74,81.21,0.2280284214524381
2018-01-22,,6.52,761.61,231.23,14.95,1.4,101.04,82.64,0.0482443887275929
2018-01-23,,12.16,762.01,226.93,15.63,0.97,123.74,69.9,0.0
2018-01-24,,15.17,761.85,279.89,16.14,0.91,148.56,59.57,0.6774231659866733
2018-01-25,,12.31,762.25,309.02,15.29,1.05,116.84,72.73,2.694984864505497
2018-01-26,,18.35,762.17,311.73,15.65,1.34,189.63,73.5,0.0335052132834146
2018-01-27,,8.08,761.45,245.34,16.26,1.33,112.04,77.71,0.217095328861054
2018-01-28,,11.58,760.8,295.95,16.28,1.1,141.97,75.44,0.0
2018-01-29,,14.52,760.59,302.62,15.86,1.46,184.82,74.65,1.6886437818932811
2018-01-30,,19.24,760.95,317.85,15.85,1.42,189.2,73.9,2.3777608873346177
2018-01-31,,16.8,761.45,274.68,16.27,1.35,144.92,72.8,1.590885899367965
2018-02-01,,17.63,762.57,307.4,15.65,1.68,168.0,76.27,3.358281997602368
2018-02-02,,14.13,763.21,292.04,15.88,1.47,160.69,81.59,0.0
2018-02-03,,10.43,762.96,299.46,15.8,1.69,156.51,84.61,1.5182205008151244
2018-02-04,,7.63,762.87,311.67,16.06,1.81,147.32,82.57,0.310054150060648
2018-02-05,,6.57,763.08,306.13,15.94,1.93,131.65,84.8,1.3828634728887224
2018-02-06,,5.35,763.38,245.06,15.1,1.75,109.36,90.27,0.0
2018-02-07,,6.96,763.3,329.28,15.5,1.91,124.22,85.93,2.395067791455518
2018-02-08,,8.16,762.88,332.53,15.8,1.94,116.84,84.82,1.247371479480299
2018-02-09,,8.97,762.29,326.05,16.14,2.09,153.02,80.73,0.3435341108188102
2018-02-10,,9.04,762.83,307.12,15.67,1.91,139.17,82.92,2.3874567702015828
2018-02-11,,9.92,763.2,297.46,15.35,1.94,139.53,84.53,0.0
2018-02-12,,16.7,763.4,266.17,15.48,1.48,144.05,76.1,0.0663959543634688
2018-02-13,,15.1,763.93,246.86,14.85,1.78,152.52,82.12,0.0317341457463248
2018-02-14,,12.58,763.76,303.51,15.48,1.82,158.37,81.03,0.7583560089191695
2018-02-15,,8.87,763.7,209.37,14.85,1.76,87.77,88.05,0.0
2018-02-16,,,763.94,214.62,,1.5,83.57,,0.0
2018-02-17,,9.54,763.93,189.42,15.42,1.33,97.56,84.38,0.0
2018-02-18,,8.8,763.45,259.27,15.36,1.68,112.98,83.76,0.0
2018-02-19,,4.2,763.52,263.9,14.91,1.62,142.05,86.06,0.6409912192145133
2018-02-20,,7.19,763.85,318.4,15.59,1.8,119.82,82.59,0.0
2018-02-21,,7.39,764.29,324.47,15.39,1.88,170.61,79.9,0.9408002000598604
2018-02-22,,7.86,764.49,222.85,14.12,1.6,148.74,88.65,0.0
2018-02-23,,6.25,764.34,288.15,14.13,1.82,148.93,86.19,0.3689106127304481
2018-02-24,,5.05,764.29,204.33,13.14,1.72,137.72,89.68,0.1034254257265867
