Fecha,Guamani,Centro,ElCamal,Cotocollao,Belisario,LosChillos,Carapungo,SanAntonio,Tumbaco
"Jan 1, 2024",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Jan 2, 2024",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Jan 3, 2024",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Jan 4, 2024",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Jan 5, 2024",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.803,0.000
"Jan 6, 2024",2.566,2.446,2.045,0.553,2.621,2.460,1.682,2.549,2.600
"Jan 7, 2024",2.758,3.389,3.066,4.676,4.258,5.138,3.381,2.472,5.075
"Jan 8, 2024",0.000,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.000
"Jan 9, 2024",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Jan 10, 2024",0.000,0.000,0.000,0.907,0.332,0.199,0.503,1.746,0.133
"Jan 11, 2024",0.863,2.314,1.390,2.453,0.634,3.079,2.442,2.084,2.557
"Jan 12, 2024",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Jan 13, 2024",2.603,2.554,2.651,0.735,1.722,2.969,0.716,2.456,1.939
"Jan 14, 2024",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Jan 15, 2024",0.000,0.000,0.000,0.739,0.000,0.000,0.000,0.840,0.041
"Jan 16, 2024",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Jan 17, 2024",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Jan 18, 2024",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Jan 19, 2024",0.316,3.056,3.731,0.412,4.243,0.650,3.070,1.315,0.108
"Jan 20, 2024",0.000,1.689,2.237,1.745,0.249,0.073,0.875,0.000,0.084
"Jan 21, 2024",0.000,0.000,0.000,0.000,0.000,1.717,0.000,0.000,0.000
"Jan 22, 2024",1.407,1.616,2.647,1.277,2.501,3.745,1.991,2.479,4.303
"Jan 23, 2024",1.449,1.125,1.247,1.239,1.158,1.662,1.246,1.183,2.827
"Jan 24, 2024",2.257,2.318,2.569,3.252,2.399,1.998,3.419,2.811,1.605
"Jan 25, 2024",1.255,1.079,1.163,3.731,3.797,4.298,5.675,3.761,4.778
