Estacion,Categoria,Valor Categoria,AOD,Min,Max
Carapungo,IQCA,Deseable,AOD_media,0.132,0.597
Carapungo,IQCA,Deseable,AOD_mediana,0.12,0.597
Carapungo,IQCA,Deseable,AOD_moda,0.11,0.597
Carapungo,IQCA,Aceptable,AOD_media,0.253,0.44
Carapungo,IQCA,Aceptable,AOD_mediana,0.251,0.44
Carapungo,IQCA,Aceptable,AOD_moda,0.248,0.44
Carapungo,IQCA_1,Incorrecto,AOD_media,0.132,0.597
Carapungo,IQCA_1,Incorrecto,AOD_mediana,0.12,0.597
Carapungo,IQCA_1,Incorrecto,AOD_moda,0.11,0.597
Carapungo,IQCA_7,Incorrecto,AOD_media,0.132,0.597
Carapungo,IQCA_7,Incorrecto,AOD_mediana,0.12,0.597
Carapungo,IQCA_7,Incorrecto,AOD_moda,0.11,0.597
Carapungo,IQCA_14,Incorrecto,AOD_media,0.132,0.597
Carapungo,IQCA_14,Incorrecto,AOD_mediana,0.12,0.597
Carapungo,IQCA_14,Incorrecto,AOD_moda,0.11,0.597
Carapungo,IQCA_18,Incorrecto,AOD_media,0.132,0.597
Carapungo,IQCA_18,Incorrecto,AOD_mediana,0.12,0.597
Carapungo,IQCA_18,Incorrecto,AOD_moda,0.11,0.597
SanAntonio,IQCA,Deseable,AOD_media,0.126,0.531
SanAntonio,IQCA,Deseable,AOD_mediana,0.119,0.529
SanAntonio,IQCA,Deseable,AOD_moda,0.059,0.586
SanAntonio,IQCA,Precaucion,AOD_media,0.436,0.436
SanAntonio,IQCA,Precaucion,AOD_mediana,0.436,0.436
SanAntonio,IQCA,Precaucion,AOD_moda,0.436,0.436
SanAntonio,IQCA,Incorrecto,AOD_media,0.179,0.179
SanAntonio,IQCA,Incorrecto,AOD_mediana,0.174,0.174
SanAntonio,IQCA,Incorrecto,AOD_moda,0.159,0.159
SanAntonio,IQCA_1,Incorrecto,AOD_media,0.126,0.531
SanAntonio,IQCA_1,Incorrecto,AOD_mediana,0.119,0.529
SanAntonio,IQCA_1,Incorrecto,AOD_moda,0.059,0.586
SanAntonio,IQCA_7,Incorrecto,AOD_media,0.126,0.531
SanAntonio,IQCA_7,Incorrecto,AOD_mediana,0.119,0.529
SanAntonio,IQCA_7,Incorrecto,AOD_moda,0.059,0.586
SanAntonio,IQCA_14,Incorrecto,AOD_media,0.126,0.531
SanAntonio,IQCA_14,Incorrecto,AOD_mediana,0.119,0.529
SanAntonio,IQCA_14,Incorrecto,AOD_moda,0.059,0.586
SanAntonio,IQCA_18,Incorrecto,AOD_media,0.126,0.531
SanAntonio,IQCA_18,Incorrecto,AOD_mediana,0.119,0.529
SanAntonio,IQCA_18,Incorrecto,AOD_moda,0.059,0.586
Tumbaco,IQCA,Deseable,AOD_media,0.078,0.599
Tumbaco,IQCA,Deseable,AOD_mediana,0.077,0.599
Tumbaco,IQCA,Deseable,AOD_moda,0.035,0.599
Tumbaco,IQCA,Aceptable,AOD_media,0.238,0.238
Tumbaco,IQCA,Aceptable,AOD_mediana,0.235,0.235
Tumbaco,IQCA,Aceptable,AOD_moda,0.193,0.193
Tumbaco,IQCA_1,Incorrecto,AOD_media,0.078,0.599
Tumbaco,IQCA_1,Incorrecto,AOD_mediana,0.077,0.599
Tumbaco,IQCA_1,Incorrecto,AOD_moda,0.035,0.599
Tumbaco,IQCA_7,Incorrecto,AOD_media,0.078,0.599
Tumbaco,IQCA_7,Incorrecto,AOD_mediana,0.077,0.599
Tumbaco,IQCA_7,Incorrecto,AOD_moda,0.035,0.599
Tumbaco,IQCA_14,Incorrecto,AOD_media,0.078,0.599
Tumbaco,IQCA_14,Incorrecto,AOD_mediana,0.077,0.599
Tumbaco,IQCA_14,Incorrecto,AOD_moda,0.035,0.599
Tumbaco,IQCA_18,Incorrecto,AOD_media,0.078,0.599
Tumbaco,IQCA_18,Incorrecto,AOD_mediana,0.077,0.599
Tumbaco,IQCA_18,Incorrecto,AOD_moda,0.035,0.599
Guamani,IQCA,Deseable,AOD_media,0.102,0.57
Guamani,IQCA,Deseable,AOD_mediana,0.101,0.57
Guamani,IQCA,Deseable,AOD_moda,0.085,0.57
Guamani,IQCA,Aceptable,AOD_media,0.282,0.42
Guamani,IQCA,Aceptable,AOD_mediana,0.275,0.419
Guamani,IQCA,Aceptable,AOD_moda,0.213,0.411
Guamani,IQCA,Alerta,AOD_media,0.225,0.225
Guamani,IQCA,Alerta,AOD_mediana,0.224,0.224
Guamani,IQCA,Alerta,AOD_moda,0.219,0.219
Guamani,IQCA_1,Incorrecto,AOD_media,0.102,0.57
Guamani,IQCA_1,Incorrecto,AOD_mediana,0.101,0.57
Guamani,IQCA_1,Incorrecto,AOD_moda,0.085,0.57
Guamani,IQCA_7,Incorrecto,AOD_media,0.102,0.57
Guamani,IQCA_7,Incorrecto,AOD_mediana,0.101,0.57
Guamani,IQCA_7,Incorrecto,AOD_moda,0.085,0.57
Guamani,IQCA_14,Incorrecto,AOD_media,0.102,0.57
Guamani,IQCA_14,Incorrecto,AOD_mediana,0.101,0.57
Guamani,IQCA_14,Incorrecto,AOD_moda,0.085,0.57
Guamani,IQCA_18,Incorrecto,AOD_media,0.102,0.57
Guamani,IQCA_18,Incorrecto,AOD_mediana,0.101,0.57
Guamani,IQCA_18,Incorrecto,AOD_moda,0.085,0.57
Cotocollao,IQCA,Deseable,AOD_media,0.128,0.578
Cotocollao,IQCA,Deseable,AOD_mediana,0.128,0.582
Cotocollao,IQCA,Deseable,AOD_moda,0.125,0.592
Cotocollao,IQCA,Aceptable,AOD_media,0.264,0.306
Cotocollao,IQCA,Aceptable,AOD_mediana,0.269,0.317
Cotocollao,IQCA,Aceptable,AOD_moda,0.248,0.29
Cotocollao,IQCA,Incorrecto,AOD_media,0.424,0.424
Cotocollao,IQCA,Incorrecto,AOD_mediana,0.426,0.426
Cotocollao,IQCA,Incorrecto,AOD_moda,0.332,0.332
Cotocollao,IQCA_1,Incorrecto,AOD_media,0.128,0.578
Cotocollao,IQCA_1,Incorrecto,AOD_mediana,0.128,0.582
Cotocollao,IQCA_1,Incorrecto,AOD_moda,0.125,0.592
Cotocollao,IQCA_7,Incorrecto,AOD_media,0.128,0.578
Cotocollao,IQCA_7,Incorrecto,AOD_mediana,0.128,0.582
Cotocollao,IQCA_7,Incorrecto,AOD_moda,0.125,0.592
Cotocollao,IQCA_14,Incorrecto,AOD_media,0.128,0.578
Cotocollao,IQCA_14,Incorrecto,AOD_mediana,0.128,0.582
Cotocollao,IQCA_14,Incorrecto,AOD_moda,0.125,0.592
Cotocollao,IQCA_18,Incorrecto,AOD_media,0.128,0.578
Cotocollao,IQCA_18,Incorrecto,AOD_mediana,0.128,0.582
Cotocollao,IQCA_18,Incorrecto,AOD_moda,0.125,0.592
Belisario,IQCA,Deseable,AOD_media,0.113,0.591
Belisario,IQCA,Deseable,AOD_mediana,0.107,0.591
Belisario,IQCA,Deseable,AOD_moda,0.082,0.591
Belisario,IQCA,Aceptable,AOD_media,0.249,0.249
Belisario,IQCA,Aceptable,AOD_mediana,0.25,0.25
Belisario,IQCA,Aceptable,AOD_moda,0.212,0.212
Belisario,IQCA,Precaucion,AOD_media,0.216,0.216
Belisario,IQCA,Precaucion,AOD_mediana,0.22,0.22
Belisario,IQCA,Precaucion,AOD_moda,0.178,0.178
Belisario,IQCA_1,Incorrecto,AOD_media,0.113,0.591
Belisario,IQCA_1,Incorrecto,AOD_mediana,0.107,0.591
Belisario,IQCA_1,Incorrecto,AOD_moda,0.082,0.591
Belisario,IQCA_7,Incorrecto,AOD_media,0.113,0.591
Belisario,IQCA_7,Incorrecto,AOD_mediana,0.107,0.591
Belisario,IQCA_7,Incorrecto,AOD_moda,0.082,0.591
Belisario,IQCA_14,Incorrecto,AOD_media,0.113,0.591
Belisario,IQCA_14,Incorrecto,AOD_mediana,0.107,0.591
Belisario,IQCA_14,Incorrecto,AOD_moda,0.082,0.591
Belisario,IQCA_18,Incorrecto,AOD_media,0.113,0.591
Belisario,IQCA_18,Incorrecto,AOD_mediana,0.107,0.591
Belisario,IQCA_18,Incorrecto,AOD_moda,0.082,0.591
Centro,IQCA,Deseable,AOD_media,0.111,0.591
Centro,IQCA,Deseable,AOD_mediana,0.104,0.591
Centro,IQCA,Deseable,AOD_moda,0.05,0.591
Centro,IQCA,Aceptable,AOD_media,0.288,0.293
Centro,IQCA,Aceptable,AOD_mediana,0.268,0.306
Centro,IQCA,Aceptable,AOD_moda,0.25,0.322
Centro,IQCA,Precaucion,AOD_media,0.209,0.209
Centro,IQCA,Precaucion,AOD_mediana,0.215,0.215
Centro,IQCA,Precaucion,AOD_moda,0.195,0.195
Centro,IQCA_1,Incorrecto,AOD_media,0.111,0.591
Centro,IQCA_1,Incorrecto,AOD_mediana,0.104,0.591
Centro,IQCA_1,Incorrecto,AOD_moda,0.05,0.591
Centro,IQCA_7,Incorrecto,AOD_media,0.111,0.591
Centro,IQCA_7,Incorrecto,AOD_mediana,0.104,0.591
Centro,IQCA_7,Incorrecto,AOD_moda,0.05,0.591
Centro,IQCA_14,Incorrecto,AOD_media,0.111,0.591
Centro,IQCA_14,Incorrecto,AOD_mediana,0.104,0.591
Centro,IQCA_14,Incorrecto,AOD_moda,0.05,0.591
Centro,IQCA_18,Incorrecto,AOD_media,0.111,0.591
Centro,IQCA_18,Incorrecto,AOD_mediana,0.104,0.591
Centro,IQCA_18,Incorrecto,AOD_moda,0.05,0.591
LosChillos,IQCA,Deseable,AOD_media,0.087,0.563
LosChillos,IQCA,Deseable,AOD_mediana,0.091,0.569
LosChillos,IQCA,Deseable,AOD_moda,0.088,0.551
LosChillos,IQCA,Aceptable,AOD_media,0.252,0.431
LosChillos,IQCA,Aceptable,AOD_mediana,0.254,0.425
LosChillos,IQCA,Aceptable,AOD_moda,0.241,0.463
LosChillos,IQCA,Precaucion,AOD_media,0.251,0.251
LosChillos,IQCA,Precaucion,AOD_mediana,0.253,0.253
LosChillos,IQCA,Precaucion,AOD_moda,0.268,0.268
LosChillos,IQCA_1,Incorrecto,AOD_media,0.087,0.563
LosChillos,IQCA_1,Incorrecto,AOD_mediana,0.091,0.569
LosChillos,IQCA_1,Incorrecto,AOD_moda,0.088,0.551
