Estacion,Categoria,Valor Categoria,AOD,Min,Max
Carapungo,IQCA,Deseable,AOD_media,0.133,0.567
Carapungo,IQCA,Deseable,AOD_mediana,0.113,0.57
Carapungo,IQCA,Deseable,AOD_moda,0.098,0.597
Carapungo,IQCA,Aceptable,AOD_media,0.517,0.517
Carapungo,IQCA,Aceptable,AOD_mediana,0.541,0.541
Carapungo,IQCA,Aceptable,AOD_moda,0.365,0.365
Carapungo,IQCA_1,Deseable,AOD_media,0.133,0.567
Carapungo,IQCA_1,Deseable,AOD_mediana,0.113,0.57
Carapungo,IQCA_1,Deseable,AOD_moda,0.098,0.597
Carapungo,IQCA_1,Aceptable,AOD_media,0.275,0.521
Carapungo,IQCA_1,Aceptable,AOD_mediana,0.262,0.515
Carapungo,IQCA_1,Aceptable,AOD_moda,0.156,0.518
Carapungo,IQCA_1,Alerta,AOD_media,0.345,0.345
Carapungo,IQCA_1,Alerta,AOD_mediana,0.348,0.348
Carapungo,IQCA_1,Alerta,AOD_moda,0.305,0.305
Carapungo,IQCA_7,Deseable,AOD_media,0.212,0.557
Carapungo,IQCA_7,Deseable,AOD_mediana,0.208,0.557
Carapungo,IQCA_7,Deseable,AOD_moda,0.098,0.562
Carapungo,IQCA_7,Aceptable,AOD_media,0.133,0.567
Carapungo,IQCA_7,Aceptable,AOD_mediana,0.113,0.57
Carapungo,IQCA_7,Aceptable,AOD_moda,0.109,0.597
Carapungo,IQCA_7,Precaucion,AOD_media,0.275,0.517
Carapungo,IQCA_7,Precaucion,AOD_mediana,0.262,0.541
Carapungo,IQCA_7,Precaucion,AOD_moda,0.26,0.588
Carapungo,IQCA_14,Deseable,AOD_media,0.133,0.557
Carapungo,IQCA_14,Deseable,AOD_mediana,0.113,0.557
Carapungo,IQCA_14,Deseable,AOD_moda,0.098,0.597
Carapungo,IQCA_14,Aceptable,AOD_media,0.261,0.567
Carapungo,IQCA_14,Aceptable,AOD_mediana,0.249,0.57
Carapungo,IQCA_14,Aceptable,AOD_moda,0.138,0.588
Carapungo,IQCA_14,Incorrecto,AOD_media,0.328,0.328
Carapungo,IQCA_14,Incorrecto,AOD_mediana,0.323,0.323
Carapungo,IQCA_14,Incorrecto,AOD_moda,0.286,0.286
Carapungo,IQCA_18,Deseable,AOD_media,0.133,0.567
Carapungo,IQCA_18,Deseable,AOD_mediana,0.113,0.57
Carapungo,IQCA_18,Deseable,AOD_moda,0.098,0.597
Carapungo,IQCA_18,Aceptable,AOD_media,0.32,0.32
Carapungo,IQCA_18,Aceptable,AOD_mediana,0.336,0.336
Carapungo,IQCA_18,Aceptable,AOD_moda,0.359,0.359
SanAntonio,IQCA,Deseable,AOD_media,0.151,0.588
SanAntonio,IQCA,Deseable,AOD_mediana,0.127,0.588
SanAntonio,IQCA,Deseable,AOD_moda,0.063,0.588
SanAntonio,IQCA,Aceptable,AOD_media,0.265,0.265
SanAntonio,IQCA,Aceptable,AOD_mediana,0.271,0.271
SanAntonio,IQCA,Aceptable,AOD_moda,0.278,0.278
SanAntonio,IQCA,Incorrecto,AOD_media,0.249,0.275
SanAntonio,IQCA,Incorrecto,AOD_mediana,0.235,0.267
SanAntonio,IQCA,Incorrecto,AOD_moda,0.223,0.362
SanAntonio,IQCA_1,Deseable,AOD_media,0.151,0.588
SanAntonio,IQCA_1,Deseable,AOD_mediana,0.127,0.588
SanAntonio,IQCA_1,Deseable,AOD_moda,0.063,0.588
SanAntonio,IQCA_1,Aceptable,AOD_media,0.529,0.529
SanAntonio,IQCA_1,Aceptable,AOD_mediana,0.545,0.545
SanAntonio,IQCA_1,Aceptable,AOD_moda,0.545,0.545
SanAntonio,IQCA_1,Precaucion,AOD_media,0.313,0.313
SanAntonio,IQCA_1,Precaucion,AOD_mediana,0.317,0.317
SanAntonio,IQCA_1,Precaucion,AOD_moda,0.363,0.363
SanAntonio,IQCA_1,Incorrecto,AOD_media,0.249,0.518
SanAntonio,IQCA_1,Incorrecto,AOD_mediana,0.235,0.503
SanAntonio,IQCA_1,Incorrecto,AOD_moda,0.223,0.48
SanAntonio,IQCA_7,Deseable,AOD_media,0.151,0.588
SanAntonio,IQCA_7,Deseable,AOD_mediana,0.127,0.588
SanAntonio,IQCA_7,Deseable,AOD_moda,0.063,0.588
SanAntonio,IQCA_7,Aceptable,AOD_media,0.226,0.529
SanAntonio,IQCA_7,Aceptable,AOD_mediana,0.226,0.545
SanAntonio,IQCA_7,Aceptable,AOD_moda,0.181,0.545
SanAntonio,IQCA_7,Precaucion,AOD_media,0.267,0.453
SanAntonio,IQCA_7,Precaucion,AOD_mediana,0.263,0.449
SanAntonio,IQCA_7,Precaucion,AOD_moda,0.223,0.419
SanAntonio,IQCA_7,Incorrecto,AOD_media,0.249,0.546
SanAntonio,IQCA_7,Incorrecto,AOD_mediana,0.235,0.536
SanAntonio,IQCA_7,Incorrecto,AOD_moda,0.223,0.499
SanAntonio,IQCA_14,Deseable,AOD_media,0.151,0.588
SanAntonio,IQCA_14,Deseable,AOD_mediana,0.127,0.588
SanAntonio,IQCA_14,Deseable,AOD_moda,0.063,0.588
SanAntonio,IQCA_14,Aceptable,AOD_media,0.316,0.453
SanAntonio,IQCA_14,Aceptable,AOD_mediana,0.32,0.449
SanAntonio,IQCA_14,Aceptable,AOD_moda,0.248,0.419
SanAntonio,IQCA_14,Alerta,AOD_media,0.265,0.265
SanAntonio,IQCA_14,Alerta,AOD_mediana,0.271,0.271
SanAntonio,IQCA_14,Alerta,AOD_moda,0.278,0.278
SanAntonio,IQCA_14,Incorrecto,AOD_media,0.249,0.546
SanAntonio,IQCA_14,Incorrecto,AOD_mediana,0.235,0.536
SanAntonio,IQCA_14,Incorrecto,AOD_moda,0.223,0.499
SanAntonio,IQCA_18,Deseable,AOD_media,0.151,0.588
SanAntonio,IQCA_18,Deseable,AOD_mediana,0.127,0.588
SanAntonio,IQCA_18,Deseable,AOD_moda,0.063,0.588
SanAntonio,IQCA_18,Incorrecto,AOD_media,0.226,0.428
SanAntonio,IQCA_18,Incorrecto,AOD_mediana,0.226,0.427
SanAntonio,IQCA_18,Incorrecto,AOD_moda,0.181,0.375
